source_date,source_time,dataset,instrument,surface,tenor,metric,value,unit,source_url,retrieved_at_utc,raw_sha256,attributes_json
2026-08-28,16:00,options,USD.CNY,25D RR,18M,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,1D,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,1M,implied_vol,-0.025,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,1W,implied_vol,-0.025,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,1Y,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,2M,implied_vol,-0.025,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,2W,implied_vol,-0.025,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,2Y,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,3M,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,3W,implied_vol,-0.025,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,3Y,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,6M,implied_vol,0.0,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,25D RR,9M,implied_vol,-0.015,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ca22b1befde7dcf2bbfc03363eee59174599456e9f604408af20791793faa474,{}
2026-08-28,16:00,options,USD.CNY,ATM,18M,implied_vol,3.2,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,1D,implied_vol,1.25,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,1M,implied_vol,1.5723,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,1W,implied_vol,1.3997,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,1Y,implied_vol,3.025,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,2M,implied_vol,1.815,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,2W,implied_vol,1.4205,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,2Y,implied_vol,3.4,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,3M,implied_vol,2.07,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,3W,implied_vol,1.525,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,3Y,implied_vol,3.525,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,6M,implied_vol,2.51,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:00,options,USD.CNY,ATM,9M,implied_vol,2.8241,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-28T20:57:01+00:00,ce163776c4f7cd6d86a7a13888206e4b4b34e37e08cc2ccaddda7bf1606a3428,{}
2026-08-28,16:30,swaps,USD.CNY,,18M,forward_all_in,6.4525,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,18M,swap_points,-2680.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,1M,forward_all_in,6.7036,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,1M,swap_points,-169.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,1W,forward_all_in,6.7172,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,1W,swap_points,-32.11,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,1Y,forward_all_in,6.5428,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,1Y,swap_points,-1776.8,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,2M,forward_all_in,6.6919,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,2M,swap_points,-285.5,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,2W,forward_all_in,6.7141,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,2W,swap_points,-63.75,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,2Y,forward_all_in,6.363,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,2Y,swap_points,-3575.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,3M,forward_all_in,6.6781,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,3M,swap_points,-423.1,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,3W,forward_all_in,6.7109,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,3W,swap_points,-95.5,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,3Y,forward_all_in,6.1875,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,3Y,swap_points,-5330.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,4M,forward_all_in,6.6617,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,4M,swap_points,-588.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,4Y,forward_all_in,6.0205,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,4Y,swap_points,-7000.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,5M,forward_all_in,6.6481,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,5M,swap_points,-723.5,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,5Y,forward_all_in,5.8455,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,5Y,swap_points,-8750.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,6M,forward_all_in,6.6344,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,6M,swap_points,-860.8,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,9M,forward_all_in,6.5889,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,9M,swap_points,-1316.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,ON,forward_all_in,6.7223,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,ON,swap_points,-14.0,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,SN,forward_all_in,6.72,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,SN,swap_points,-4.63,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,TN,forward_all_in,6.7209,rate,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-28,16:30,swaps,USD.CNY,,TN,swap_points,-4.69,pips,https://www.chinamoney.com.cn/chinese/bkcurvfsw/,2026-08-28T20:57:01+00:00,e157b31f47831ee68291a12b909256d8358c612b3eb9ce135be7f7594b50cae0,{}
2026-08-29,14:00,reference_rate,USD/CNY,,,reference_rate_14,6.7214,rate,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-fx/RefRateHis,2026-08-28T20:57:01+00:00,2705de31b96475917d6f04d5fcb86c2c36ff6c279510191e9cd094ce975870f6,"{""14:00"": ""6.7214"", ""原始日期"": ""28 Aug 2026"", ""货币对"": ""USD/CNY""}"
2026-08-31,,implied_rates,USD,,18M,implied_usd_rate,4.237,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4625"", ""即期汇率"": ""6.7828"", ""期限"": ""18M"", ""远/掉期点(Pips)"": ""-2762.50"", ""隐含利率(%)"": ""4.2370""}"
2026-08-31,,implied_rates,USD,,1D,implied_usd_rate,3.8714,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4336"", ""即期汇率"": ""6.7828"", ""期限"": ""1D"", ""远/掉期点(Pips)"": ""-4.53"", ""隐含利率(%)"": ""3.8714""}"
2026-08-31,,implied_rates,USD,,1M,implied_usd_rate,3.9135,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4396"", ""即期汇率"": ""6.7828"", ""期限"": ""1M"", ""远/掉期点(Pips)"": ""-165.30"", ""隐含利率(%)"": ""3.9135""}"
2026-08-31,,implied_rates,USD,,1W,implied_usd_rate,3.9031,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4386"", ""即期汇率"": ""6.7828"", ""期限"": ""1W"", ""远/掉期点(Pips)"": ""-32.05"", ""隐含利率(%)"": ""3.9031""}"
2026-08-31,,implied_rates,USD,,1Y,implied_usd_rate,4.1857,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4612"", ""即期汇率"": ""6.7828"", ""期限"": ""1Y"", ""远/掉期点(Pips)"": ""-1823.00"", ""隐含利率(%)"": ""4.1857""}"
2026-08-31,,implied_rates,USD,,2M,implied_usd_rate,3.9557,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4451"", ""即期汇率"": ""6.7828"", ""期限"": ""2M"", ""远/掉期点(Pips)"": ""-284.00"", ""隐含利率(%)"": ""3.9557""}"
2026-08-31,,implied_rates,USD,,2W,implied_usd_rate,3.8934,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4419"", ""即期汇率"": ""6.7828"", ""期限"": ""2W"", ""远/掉期点(Pips)"": ""-63.75"", ""隐含利率(%)"": ""3.8934""}"
2026-08-31,,implied_rates,USD,,2Y,implied_usd_rate,4.2456,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4639"", ""即期汇率"": ""6.7828"", ""期限"": ""2Y"", ""远/掉期点(Pips)"": ""-3690.00"", ""隐含利率(%)"": ""4.2456""}"
2026-08-31,,implied_rates,USD,,3M,implied_usd_rate,3.983,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4482"", ""即期汇率"": ""6.7828"", ""期限"": ""3M"", ""远/掉期点(Pips)"": ""-427.30"", ""隐含利率(%)"": ""3.9830""}"
2026-08-31,,implied_rates,USD,,3W,implied_usd_rate,3.8996,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4378"", ""即期汇率"": ""6.7828"", ""期限"": ""3W"", ""远/掉期点(Pips)"": ""-96.00"", ""隐含利率(%)"": ""3.8996""}"
2026-08-31,,implied_rates,USD,,3Y,implied_usd_rate,4.2538,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4827"", ""即期汇率"": ""6.7828"", ""期限"": ""3Y"", ""远/掉期点(Pips)"": ""-5425.00"", ""隐含利率(%)"": ""4.2538""}"
2026-08-31,,implied_rates,USD,,6M,implied_usd_rate,4.0749,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4626"", ""即期汇率"": ""6.7828"", ""期限"": ""6M"", ""远/掉期点(Pips)"": ""-873.00"", ""隐含利率(%)"": ""4.0749""}"
2026-08-31,,implied_rates,USD,,9M,implied_usd_rate,4.1323,pct,https://www.chinamoney.com.cn/chinese/bkcurvuir/,2026-08-31T17:06:09+00:00,a9f187592c737040cf7d5f965595fdd3ba29696dd6e94d558434166d82913989,"{""人民币利率(%)"": ""1.4625"", ""即期汇率"": ""6.7828"", ""期限"": ""9M"", ""远/掉期点(Pips)"": ""-1341.00"", ""隐含利率(%)"": ""4.1323""}"
2026-08-31,09:15,fixing,USD/CNY,,,fixing,6.7828,rate,https://www.chinamoney.com.cn/chinese/bkccpr/,2026-08-31T17:06:09+00:00,6d2248cc52dfe73620a83d39333ae4f50b9cae13a70168c55ed1f0174997af4b,"{""中间价"": ""6.7828"", ""涨跌"": ""17.00"", ""货币对"": ""美元/人民币""}"
2026-08-31,16:00,options,USD.CNY,10D BF,18M,implied_vol_ask,0.75,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,18M,implied_vol_bid,0.35,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,18M,implied_vol_mid,0.55,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1D,implied_vol_ask,0.15,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1D,implied_vol_bid,0.15,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1D,implied_vol_mid,0.15,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1M,implied_vol_ask,0.1,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1M,implied_vol_bid,0.1,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1M,implied_vol_mid,0.1,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1W,implied_vol_ask,0.1,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1W,implied_vol_bid,0.1,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1W,implied_vol_mid,0.1,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1Y,implied_vol_ask,0.528,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1Y,implied_vol_bid,0.528,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,1Y,implied_vol_mid,0.528,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,2M,implied_vol_ask,0.22,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
2026-08-31,16:00,options,USD.CNY,10D BF,2M,implied_vol_bid,0.22,pct,https://www.chinamoney.com.cn/chinese/bkcurvfqq/,2026-08-31T17:06:09+00:00,0ca0b0f3090eee126b7b5535f7e8dd375dab27dbb97154e1a4ff29e56370d17d,{}
